timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-29T22:08:37,codecarbon,625dfc0c-5860-4b62-a44b-190191e4c1c3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0741697079502046,2.210261431244544e-07,2.9800055741468594e-06,42.5,0.0,3.0,8.692489597403135e-07,0.0,6.103881925810129e-08,9.302877789984148e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:38,codecarbon,9d360f7a-9392-4f57-a731-a721cc43c876,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0705219169612973,2.1007988359904106e-07,2.978930418387995e-06,42.5,0.0,3.0,8.261945926480824e-07,0.0,5.8020937528150795e-08,8.842155301762332e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:39,codecarbon,c5031a84-7359-4f52-9d8c-ba08a8d41b0e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0738608329556882,2.2020125530979674e-07,2.9812993774644183e-06,42.5,0.0,3.0,8.660201390739531e-07,0.0,6.079572912616035e-08,9.268158682001136e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:39,codecarbon,ca5034e9-798d-4074-a665-707b1acdd962,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0738008748739957,2.198210879110542e-07,2.9785702173093017e-06,42.5,0.0,3.0,8.644736105149302e-07,0.0,6.074215246674915e-08,9.252157629816794e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:40,codecarbon,7d80f81f-c42e-485e-8183-4bcf2d32683c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0743189158383756,2.216451810835098e-07,2.9823521856202857e-06,42.5,0.0,3.0,8.716444942466398e-07,0.0,6.124878399229298e-08,9.328932782389328e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:40,codecarbon,f5376d3f-1342-4646-b94b-f3e9bea2e8d9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0734255830757319,2.185827746864073e-07,2.9769293688952868e-06,42.5,0.0,3.0,8.59599390726847e-07,0.0,6.04043749626726e-08,9.200037656895196e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:41,codecarbon,abdf2b0c-6f73-4962-8260-8f3a9e0c67b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0745511250570416,2.220576421471017e-07,2.978595453485076e-06,42.5,0.0,3.0,8.733602434707185e-07,0.0,6.126906237720201e-08,9.346293058479206e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:41,codecarbon,6ffb047f-a4b6-4c63-a2e2-ca6942a5fc48,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0737281669862568,2.196183894604361e-07,2.9787583014422897e-06,42.5,0.0,3.0,8.636978930250431e-07,0.0,6.066472250192117e-08,9.243626155269644e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:42,codecarbon,08a08075-a89a-422c-a621-1dffbf5874fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0729042079765349,2.172256460197916e-07,2.979603675136394e-06,42.5,0.0,3.0,8.542873752756148e-07,0.0,6.00043049780652e-08,9.1429168025368e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:43,codecarbon,12baead7-6a34-40b8-93c1-a365ebf495d8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0690793748944997,2.0585694761560066e-07,2.9800059414259603e-06,42.5,0.0,3.0,8.096766502906879e-07,0.0,5.676475741590063e-08,8.664414077065886e-07,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
2025-06-29T22:08:43,codecarbon,f423497e-45c6-4004-a855-128521117f98,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0908917910419404,2.711797986081528e-07,2.9835455490476747e-06,42.5,0.0,3.0,1.0664332105079666e-06,0.0,7.494874997064472e-08,1.1413819604786113e-06,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.3892,50.9321,16.0,machine,N,1.0
